docket_number,date_argued,justice,sentiment_score_afinn,sentiment_score_sentimentr,questions,interruptions,words_spoken,top_word,unigrams,most_positive_sentence,most_negative_sentence,caseName,petitioner_wins,justice_in_majority,voted_for_petitioner
18-916,2019-12-09T00:00:00Z,JUSTICE GORSUCH,-0.545454545454545,0.179742329097689,18,12,622,review,charnes follow hypothesize undo patent times court law failed reasons single time director patents political mission kill patents time barred statute hypothesize director ahead submission court shenanigan court review disagree shenanigan hypothesis hypothesis faith director patent political desire reason destroy patent hypothesize circumstance telling court review decision shenanigan view reviewable 314 channel mandamus upshot position institution decision reviewable mandamus reviewable egregious agree decisions presumption judicial review view agree government based separation powers designed ensure people subject whimsical executive decisions review question director institute proceeding understand patent challenged times unsuccessfully challenged successfully filed time government conceded institution proceedings untimely review decision proceeding million happen happened review patent killed review basis timeliness section traditionally executive branch agencies considerable discretion evaluating merits claims deciding proceed enforcement actions traditionally statutes limitations repose deadlines written law tend afford enforceable judicial rights citizens proceedings accept proceedings double jeopardy federal law anymore proceeding skin cat congress wrote cat cat guess wondering terms close close traditional distinction recognize law governing judicial review,All right.,"The hypothesis, there's no good faith, okay?","THRYV v. CLICK-TO-CALL TECHNOLOGIES, LP",TRUE,FALSE,FALSE
18-916,2019-12-09T00:00:00Z,JUSTICE KAVANAUGH,0,0.0943097381980884,2,0,135,chapter,cuozzo responded concerns raised dissent interpretation enable agency act statutory limits shenanigans properly reviewable focused narrow issue account language decision wrong pick ginsburg's question word section chapter provision chapter solve ambiguous,Under this section.,"Cuozzo had a part that, of course, responded to concerns that have been raised, I -- I think in the dissent, and says we -- our interpretation does not enable the agency to act outside its statutory limits, for example; such shenanigans may be properly reviewable and focused really on the narrow issue before it.","THRYV v. CLICK-TO-CALL TECHNOLOGIES, LP",TRUE,TRUE,TRUE
18-916,2019-12-09T00:00:00Z,JUSTICE GINSBURG,-5,0.154814303728136,2,3,131,minor,sentence court's sentence sounds 314 precludes board's initial initial determination 314 wrong wrong sentence cuozzo particularity requirement minor statutory tech technicality dealing minor statutory technicality dealing time bar expression cuozzo minor statutory technicality limit time bar characterized,"But it -- but just this sentence sounds like it's saying what 314(d) precludes, and it does say only a Board's initial -- initial determination under 314(a).",So you -- you think that that was just a -- a wrong -- a wrong sentence?,"THRYV v. CLICK-TO-CALL TECHNOLOGIES, LP",TRUE,TRUE,TRUE
18-935,2019-12-11T00:00:00Z,CHIEF JUSTICE ROBERTS,-1.4,0.244272132753567,6,8,317,convention,talking international convention parties convention adopted position courts canada u.k eu australia rejected guiding principles interpreting convention countries depart guideline dispute country signatory convention adopted position talking time country period time return entered delay proceedings delayed convention contemplated child child habitual residence weeks theory joshi meaningless concept child lives talking weeks laid roots week infants habits laughter notion convention drafters pincus,Yes.,"This would be the longest period of time in which any re-return order has been entered, wouldn't it?",MONASKY v. TAGLIERI,FALSE,TRUE,FALSE
18-935,2019-12-11T00:00:00Z,JUSTICE THOMAS,,,,,,,,,,MONASKY v. TAGLIERI,FALSE,TRUE,FALSE
18-935,2019-12-11T00:00:00Z,JUSTICE BREYER,-0.473684210526316,0.154874794285458,10,7,598,child,read hale's opinion huge family law families vast differences treat words habitual residence black letter tax code factual matter judge closest family court judge federal system treaty hear evidence decide 100 percent people speaking start laying black letter standards people chaos hardship basically opinion british court sounds pretty family world read read hale's opinion judge careful factual involves families adopt standard apply words wrong hypothetically oddly law suppose child view judges federal judges italy family court genuinely question object secure child familiar question child abuse spousal abuse raised involve article 13 return child grave risk return expose child physical psychological harm child intolerable situation provision designed spousal abuse agree lady hale's observation terms child infant parent intent shared parent intent common sense observations helpful generalizations invariably true propositions law hale boggs calling proposition law risky path send send laying propositions law position difficult laughter,All right.,"Of course, there's child abuse or spousal abuse raised throughout this, which is a serious problem.",MONASKY v. TAGLIERI,FALSE,TRUE,FALSE
18-935,2019-12-11T00:00:00Z,JUSTICE ALITO,1.66666666666667,0.154775114486819,15,7,434,agreement,agreement irrevocable doubt written agreement beginning time child's birth tacit agreement parents irrevocable relationship breaks period time infer agreement count question position puzzles dispositive question agreement parents review de novo question agreement parents pure question reviewed de novo mixed question agreement parents agreement parents question pure tacit agreement question involve application complicated legal standard understand position habitual residence time correct habitual residence parent time snatch possession ten tenths law puzzles position reflect decisions foreign courts lost translation fine account flexible helpful question answered taking account flexible critical meant habitual residence child lives test judge boggs understand habitual residence means parents live time child's birth time issue country intention stay permanently country child lives,-- let me understand.,And so the -- the -- the critical point is what is meant by habitual residence.,MONASKY v. TAGLIERI,FALSE,TRUE,FALSE
18-935,2019-12-11T00:00:00Z,JUSTICE SOTOMAYOR,0,0.0917725048563201,4,10,335,court,special italian court giving mother visitation rights albeit limited representing method manner italian court reopen revisit custody issue assuming secure rights assuming assume totality circumstances suggests acclimated half convention return child settled return return wondering american court italian court dealing custody issue question accept premise mother's intent controls couple months father sought custody return hard acclimated couple months standard european court standard degree integration child social family environment definition bates court lady hale adopted child ordinary live ordinarily lives fall trap courts focusing ordinary context disavowing courts translation words,Counsel --,It's not clear to me that you're representing to me that there is no method or manner for her to go back to the Italian court and reopen or revisit the custody issue?,MONASKY v. TAGLIERI,FALSE,TRUE,FALSE
18-935,2019-12-11T00:00:00Z,JUSTICE KAGAN,,0.383977416292472,2,3,158,rule,tayrani judge boggs suggests children children lived single entire lives infant children lived single country entire lives parents usual rule habitual residence irrebuttable usual rule habitual residence administrable rule lot guidance deters parent taking child judge boggs rule infants judge boggs infant lives infant lived birth parents absent unusual circumstances,"Well, does that mean Judge Boggs is right, that the place where an infant usually lives is the place where the infant has lived since birth with both parents?",And that's certainly a very administrable rule.,MONASKY v. TAGLIERI,FALSE,TRUE,FALSE
18-935,2019-12-11T00:00:00Z,JUSTICE GORSUCH,,,,,,,,,,MONASKY v. TAGLIERI,FALSE,TRUE,FALSE
18-935,2019-12-11T00:00:00Z,JUSTICE KAVANAUGH,1,0.429860373689782,1,2,55,appeals,standard review de novo review necessarily prolong matter push court appeals rearguing decided district court deference people appeals readily,"Because it's going to push everything into the court of appeals then, rearguing everything that's already been decided by the district court without any deference, so people will take appeals much more readily.","-- on the standard of review, doesn't de novo review necessarily prolong the matter?",MONASKY v. TAGLIERI,FALSE,TRUE,FALSE
18-935,2019-12-11T00:00:00Z,JUSTICE GINSBURG,0.222222222222222,0.129696540226914,9,10,449,child,tay tayrani position view child united weeks habitual residence children covered convention idea convention stop unilateral decisions move child taking convention's coverage children standard parents agreement relationship parents acrimonious likelihood actual agreement slim history convention rigid test domicile nationality totality circumstances government seventh circuit redmond factor considered controlling factors district judge weigh conclusion circuit seventh circuit brought child italy doubt italian courts weigh determination habitual residence settle child custody child depend italian authorities returning position court declared parent child convention meant solve unilateral removal apply solution questions agree respondent bottom line remand determination child half remand factor district court account district court account totality circumstances shared intent single factor district court remanded district court,But over and over in the -- in the history of this Convention is that they don't want any rigid test.,"But you said the bottom line should be a remand, not a determination.",MONASKY v. TAGLIERI,FALSE,TRUE,FALSE
18-938,2019-11-13T00:00:00Z,CHIEF JUSTICE ROBERTS,,0.0243402906596897,1,1,78,bankruptcy,bankruptcy bankruptcy concluded bankruptcy divvying depending person person start respect person's claim understand unscramble egg dunham,"Thank you, counsel.",I -- I don't understand how you can unscramble that egg.,"RITZEN GROUP INC. v. JACKSON MASONRY, LLC",FALSE,TRUE,FALSE
18-938,2019-11-13T00:00:00Z,JUSTICE THOMAS,,,,,,,,,,"RITZEN GROUP INC. v. JACKSON MASONRY, LLC",FALSE,TRUE,FALSE
18-938,2019-11-13T00:00:00Z,JUSTICE BREYER,0.285714285714286,0.136606201148093,8,5,366,creditor,difference creditor bankruptcy judge judge lift automatic stay judge debtor appeal debtor appeal creditor appeal reaches opposite conclusion imagine appeal instances rid creditor keeping creditor change pretty significant nature final plan wrong imaginary creditor motion 100 million 3.50 rid creditor change nature final plan bullard addressing issue answer issue symmetry automatically makes result amateur field reason allowing initial appeal grant enormous change nature plan reason true deny question giving answer words 100 million estate 3.53 left change hundred million opposed 3.53 reasoning similar reasoning correct question,All right.,So what's the answer to that issue?,"RITZEN GROUP INC. v. JACKSON MASONRY, LLC",FALSE,TRUE,FALSE
